"","KO","Metabolism","Pathway","Subpathway","Name"
"2153","K07556","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","ATPeAF2, ATPAF2, ATP12; ATP synthase mitochondrial F1 complex assembly factor 2"
"2154","K25985","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine",""
"2155","K25261","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine",""
"2156","K25262","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine",""
"2157","K00789","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]"
"2158","K00558","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"
"2159","K01243","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","mtnN, mtn, pfs; adenosylhomocysteine nucleosidase [EC:3.2.2.9]"
"2160","K07173","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","luxS; S-ribosylhomocysteine lyase [EC:4.4.1.21]"
"2161","K01697","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","CBS; cystathionine beta-synthase [EC:4.2.1.22]"
"2162","K17216","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","mccA; cystathionine beta-synthase (O-acetyl-L-serine) [EC:2.5.1.134]"
"2163","K17398","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","DNMT3A; DNA (cytosine-5)-methyltransferase 3A [EC:2.1.1.37]"
"2164","K17399","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","DNMT3B; DNA (cytosine-5)-methyltransferase 3B [EC:2.1.1.37]"
"2165","K17462","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","yrrT; putative AdoMet-dependent methyltransferase [EC:2.1.1.-]"
"2166","K01251","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","E3.3.1.1, ahcY; adenosylhomocysteinase [EC:3.3.1.1]"
"2167","K18284","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","K18284; adenosylhomocysteine/aminodeoxyfutalosine nucleosidase [EC:3.2.2.9 3.2.2.30]"
"2168","K12960","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","mtaD; 5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]"
"2169","K01566","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine",""
"2170","K10150","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","cysO; cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine beta-synthase [EC:2.5.1.47 2.5.1.65 4.2.1.22]"
"2171","K01761","Degradation","Amino acid degradation","Amino acid degradation: Cysteine/methionine","E4.4.1.11; methionine-gamma-lyase [EC:4.4.1.11]"
"2172","K11381","Degradation","Amino acid degradation",NA,"bkdA; 2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]"
"2173","K00248","Degradation","Amino acid degradation",NA,"ACADS, bcd; butyryl-CoA dehydrogenase [EC:1.3.8.1]"
"2174","K09478","Degradation","Amino acid degradation",NA,"ACADSB; short/branched chain acyl-CoA dehydrogenase [EC:1.3.99.12]"
"2175","K11410","Degradation","Amino acid degradation",NA,"acdH; short/branched chain acyl-CoA dehydrogenase [EC:1.3.99.12]"
"2176","K00826","Degradation","Amino acid degradation",NA,"E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]"
"2177","K00263","Degradation","Amino acid degradation",NA,"E1.4.1.9; leucine dehydrogenase [EC:1.4.1.9]"
"2178","K00253","Degradation","Amino acid degradation",NA,"IVD, ivd; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]"
"2179","K01968","Degradation","Amino acid degradation",NA,"E6.4.1.4A; 3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4]"
"2180","K01969","Degradation","Amino acid degradation",NA,"E6.4.1.4B; 3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]"
"2181","K05607","Degradation","Amino acid degradation",NA,"AUH; methylglutaconyl-CoA hydratase [EC:4.2.1.18]"
"2182","K13766","Degradation","Amino acid degradation",NA,"liuC; methylglutaconyl-CoA hydratase [EC:4.2.1.18]"
"2183","K01640","Degradation","Amino acid degradation",NA,"E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]"
"2184","K00271","Degradation","Amino acid degradation",NA,"vdh; valine dehydrogenase (NAD+) [EC:1.4.1.23]"
"2185","K05605","Degradation","Amino acid degradation",NA,"HIBCH; 3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]"
"2186","K00020","Degradation","Amino acid degradation",NA,"mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]"
"2187","K18660","Degradation","Amino acid degradation",NA,"ACSF3; malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]"
"2188","K18661","Degradation","Amino acid degradation",NA,"matB; malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]"
"2189","K11538","Degradation","Amino acid degradation",NA,"ACAD8; isobutyryl-CoA dehydrogenase [EC:1.3.99.-]"
"2190","K23146","Degradation","Amino acid degradation",NA,"HPD1; 3-hydroxypropionate dehydrogenase [EC:1.1.1.59]"
"2191","K00157","Degradation","Amino acid degradation",NA,"AOX; aldehyde oxidase [EC:1.2.3.1]"
"2192","K07508","Degradation","Amino acid degradation",NA,"ACAA2; acetyl-CoA acyltransferase 2 [EC:2.3.1.16]"
"2193","K07509","Degradation","Amino acid degradation",NA,"HADHB; acetyl-CoA acyltransferase [EC:2.3.1.16]"
"2194","K07513","Degradation","Amino acid degradation",NA,"ACAA1; acetyl-CoA acyltransferase 1 [EC:2.3.1.16]"
"2195","K08683","Degradation","Amino acid degradation",NA,"HSD17B10; 3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [EC:1.1.1.35 1.1.1.178]"
"2196","K00140","Degradation","Amino acid degradation",NA,"mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]"
"2197","K19312","Degradation","Amino acid degradation",NA,"pccB; acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]"
"2198","K22568","Degradation","Amino acid degradation",NA,"pccX; acetyl-CoA/propionyl-CoA carboxylase, PccX subunit [EC:6.4.1.2 6.4.1.3]"
"2199","K01964","Degradation","Amino acid degradation",NA,"K01964; acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]"
"2200","K15037","Degradation","Amino acid degradation",NA,"K15037; biotin carboxyl carrier protein"
"2201","K15036","Degradation","Amino acid degradation",NA,"K15036; acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15]"
"2202","K15737","Degradation","Amino acid degradation","Amino acid degradation: Lysine","csiD; glutarate dioxygenase [EC:1.14.11.64]"
"2203","K01582","Degradation","Amino acid degradation","Amino acid degradation: Lysine","E4.1.1.18, ldcC, cadA; lysine decarboxylase [EC:4.1.1.18]"
"2204","K15736","Degradation","Amino acid degradation","Amino acid degradation: Lysine","lhgO; (S)-2-hydroxyglutarate dehydrogenase [EC:1.1.5.13]"
"2205","K00468","Degradation","Amino acid degradation","Amino acid degradation: Lysine",""
"2206","K01506","Degradation","Amino acid degradation","Amino acid degradation: Lysine",""
"2207","K23385","Degradation","Amino acid degradation","Amino acid degradation: Lysine","dokD; D-ornithine/D-lysine decarboxylase [EC:4.1.1.116]"
"2208","K00290","Degradation","Amino acid degradation","Amino acid degradation: Lysine","LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]"
"2209","K14157","Degradation","Amino acid degradation","Amino acid degradation: Lysine","AASS; alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9]"
"2210","K00293","Degradation","Amino acid degradation","Amino acid degradation: Lysine","LYS9; saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]"
"2211","K24034","Degradation","Amino acid degradation","Amino acid degradation: Lysine",""
"2212","K26021","Degradation","Amino acid degradation","Amino acid degradation: Lysine",""
"2213","K00825","Degradation","Amino acid degradation","Amino acid degradation: Lysine","AADAT, KAT2; kynurenine/2-aminoadipate aminotransferase [EC:2.6.1.7 2.6.1.39]"
"2214","K26062","Degradation","Amino acid degradation","Amino acid degradation: Lysine",""
"2215","K25986","Degradation","Amino acid degradation","Amino acid degradation: Lysine",""
"2216","K26063","Degradation","Amino acid degradation","Amino acid degradation: Lysine",""
"2217","K13609","Degradation","Amino acid degradation","Amino acid degradation: Lysine","dpkA, lhpD; delta1-piperideine-2-carboxylate reductase [EC:1.5.1.21]"
"2218","K00306","Degradation","Amino acid degradation","Amino acid degradation: Lysine","PIPOX; sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]"
"2219","K18854","Degradation","Amino acid degradation","Amino acid degradation: Lysine","LYC1; lysine N-acetyltransferase [EC:2.3.1.32]"
"2220","K26064","Degradation","Amino acid degradation","Amino acid degradation: Lysine",""
"2221","K19743","Degradation","Amino acid degradation","Amino acid degradation: Lysine","lhpI; 1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase [NAD(P)H] [EC:1.5.1.1]"
"2222","K26065","Degradation","Amino acid degradation","Amino acid degradation: Lysine",""
"2223","K01041","Degradation","Amino acid degradation","Amino acid degradation: Lysine",""
"2224","K13821","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]"
"2225","K01476","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","E3.5.3.1, rocF, arg; arginase [EC:3.5.3.1]"
"2226","K00819","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","rocD, OAT; ornithine--oxo-acid transaminase [EC:2.6.1.13]"
"2227","K00286","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]"
"2228","K00318","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","PRODH, fadM, putB; proline dehydrogenase [EC:1.5.5.2]"
"2229","K01750","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","E4.3.1.12, ocd; ornithine cyclodeaminase [EC:4.3.1.12]"
"2230","K00673","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","astA; arginine N-succinyltransferase [EC:2.3.1.109]"
"2231","K01484","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","astB; succinylarginine dihydrolase [EC:3.5.3.23]"
"2232","K00840","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","astC; succinylornithine aminotransferase [EC:2.6.1.81]"
"2233","K06447","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","astD; succinylglutamic semialdehyde dehydrogenase [EC:1.2.1.71]"
"2234","K05526","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","astE; succinylglutamate desuccinylase [EC:3.5.1.96]"
"2235","K00294","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]"
"2236","K01478","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","arcA; arginine deiminase [EC:3.5.3.6]"
"2237","K12252","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","aruH; arginine:pyruvate transaminase [EC:2.6.1.84]"
"2238","K12255","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","gbuA; guanidinobutyrase [EC:3.5.3.7]"
"2239","K21639","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","E1.4.3.25; L-arginine oxidase [EC:1.4.3.25]"
"2240","K12253","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","aruI; 5-guanidino-2-oxopentanoate decarboxylase [EC:4.1.1.75]"
"2241","K01583","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","E4.1.1.19; arginine decarboxylase [EC:4.1.1.19]"
"2242","K01584","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","adiA; arginine decarboxylase [EC:4.1.1.19]"
"2243","K01585","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","speA; arginine decarboxylase [EC:4.1.1.19]"
"2244","K02626","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","pdaD; arginine decarboxylase [EC:4.1.1.19]"
"2245","K01480","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","speB; agmatinase [EC:3.5.3.11]"
"2246","K10536","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","aguA; agmatine deiminase [EC:3.5.3.12]"
"2247","K12251","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","aguB; N-carbamoylputrescine amidase [EC:3.5.1.53]"
"2248","K01581","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","E4.1.1.17, ODC1, speC, speF; ornithine decarboxylase [EC:4.1.1.17]"
"2249","K09471","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","puuB, ordL; gamma-glutamylputrescine oxidase [EC:1.4.3.-]"
"2250","K09472","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","puuC, aldH; 4-(gamma-glutamylamino)butanal dehydrogenase [EC:1.2.1.99]"
"2251","K00657","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","speG, SAT; diamine N-acetyltransferase [EC:2.3.1.57]"
"2252","K03343","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","puo; putrescine oxidase [EC:1.4.3.10]"
"2253","K12256","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","spuC; putrescine---pyruvate transaminase [EC:2.6.1.113]"
"2254","K09470","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","puuA; gamma-glutamylputrescine synthase [EC:6.3.1.11]"
"2255","K11182","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","AOC1, ABP1; diamine oxidase [EC:1.4.3.22]"
"2256","K01777","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","prdF; proline racemase [EC:5.1.1.4]"
"2257","K10794","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","prdB; D-proline reductase (dithiol) PrdB [EC:1.21.4.1]"
"2258","K10793","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","prdA; D-proline reductase (dithiol) PrdA [EC:1.21.4.1]"
"2259","K21672","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","ord; 2,4-diaminopentanoate dehydrogenase [EC:1.4.1.12 1.4.1.26]"
"2260","K00472","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","P4HA; prolyl 4-hydroxylase [EC:1.14.11.2]"
"2261","K18123","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","HOGA1; 4-hydroxy-2-oxoglutarate aldolase [EC:4.1.3.16]"
"2262","K11394","Degradation","Amino acid degradation","Amino acid degradation: Arginine/Proline","PRODH2; hydroxyproline dehydrogenase [EC:1.5.5.3]"
"2263","K01745","Degradation","Amino acid degradation",NA,"hutH, HAL; histidine ammonia-lyase [EC:4.3.1.3]"
"2264","K01712","Degradation","Amino acid degradation",NA,"hutU, UROC1; urocanate hydratase [EC:4.2.1.49]"
"2265","K01468","Degradation","Amino acid degradation",NA,"hutI, AMDHD1; imidazolonepropionase [EC:3.5.2.7]"
"2266","K05603","Degradation","Amino acid degradation",NA,"hutF; formimidoylglutamate deiminase [EC:3.5.3.13]"
"2267","K01458","Degradation","Amino acid degradation",NA,"hutG; N-formylglutamate deformylase [EC:3.5.1.68]"
"2268","K00603","Degradation","Amino acid degradation",NA,"fctD; glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2]"
"2269","K13990","Degradation","Amino acid degradation",NA,"FTCD; glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]"
"2270","K01479","Degradation","Amino acid degradation",NA,"hutG; formiminoglutamase [EC:3.5.3.8]"
"2271","K01590","Degradation","Amino acid degradation",NA,"hdc, HDC; histidine decarboxylase [EC:4.1.1.22]"
"2272","K01437","Degradation","Amino acid degradation",NA,"ASPA, aspA; aspartoacylase [EC:3.5.1.15]"
"2273","K00074","Degradation","Amino acid degradation","Amino acid degradation: Phenylalanine/tyrosine/tryptophan","paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]"
"2274","K00129","Degradation","Amino acid degradation","Amino acid degradation: Phenylalanine/tyrosine/tryptophan","E1.2.1.5; aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5]"
"2275","K00146","Degradation","Amino acid degradation","Amino acid degradation: Phenylalanine/tyrosine/tryptophan","feaB; phenylacetaldehyde dehydrogenase [EC:1.2.1.39]"
"2276","K00270","Degradation","Amino acid degradation","Amino acid degradation: Phenylalanine/tyrosine/tryptophan","pdh; phenylalanine dehydrogenase [EC:1.4.1.20]"
"2277","K00451","Degradation","Amino acid degradation","Amino acid degradation: Phenylalanine/tyrosine/tryptophan","HGD, hmgA; homogentisate 1,2-dioxygenase [EC:1.13.11.5]"
